slug,symbol,name,date,ranknow,open,high,low,close,volume,market,close_ratio
ethereum,ETH,Ethereum,2016-04-21,3,8.45,8.72,7.96,8.1,13355400,642511137,0.1842
ethereum,ETH,Ethereum,2016-04-22,3,8.15,8.27,7.67,7.82,13309300,620481616,0.25
ethereum,ETH,Ethereum,2016-04-23,3,7.79,8.55,7.74,8.29,14565200,658310822,0.679
ethereum,ETH,Ethereum,2016-04-24,3,8.29,8.47,7.96,8,10786400,635274078,0.0784
ethereum,ETH,Ethereum,2016-04-25,3,8.01,8.09,7.24,7.55,18239900,600026226,0.3647
ethereum,ETH,Ethereum,2016-04-26,3,7.53,7.55,7.06,7.4,17667300,587763650,0.6939
ethereum,ETH,Ethereum,2016-04-27,3,7.39,7.97,7.32,7.76,19254500,616849026,0.6769
ethereum,ETH,Ethereum,2016-04-28,3,7.74,7.91,7.17,7.17,11576000,570380061,0
ethereum,ETH,Ethereum,2016-04-29,3,7.21,7.73,7.17,7.46,8762080,593261114,0.5179
ethereum,ETH,Ethereum,2016-04-30,3,7.45,9.37,7.45,8.81,36573300,701473017,0.7083
ethereum,ETH,Ethereum,2016-05-01,3,8.78,9.01,8.43,8.85,16713800,704335725,0.7241
ethereum,ETH,Ethereum,2016-05-02,3,8.89,10.32,8.85,10.16,41019200,809492236,0.8912
ethereum,ETH,Ethereum,2016-05-03,3,10.17,10.17,9.28,9.31,21463900,741932869,0.0337
ethereum,ETH,Ethereum,2016-05-04,3,9.38,10.03,9.27,9.41,17622400,750396087,0.1842
ethereum,ETH,Ethereum,2016-05-05,3,9.4,10.05,9.29,9.83,18296200,783576042,0.7105
ethereum,ETH,Ethereum,2016-05-06,3,9.81,9.95,9.04,9.35,21510600,745638476,0.3407
ethereum,ETH,Ethereum,2016-05-07,3,9.32,9.48,9.21,9.37,10806500,747838842,0.5926
ethereum,ETH,Ethereum,2016-05-08,3,9.37,9.6,8.93,9.48,15031000,757112769,0.8209
ethereum,ETH,Ethereum,2016-05-09,3,9.49,9.64,9.2,9.3,13085300,742621899,0.2273
ethereum,ETH,Ethereum,2016-05-10,3,9.28,9.48,9.26,9.36,9321790,748013846,0.4545
ethereum,ETH,Ethereum,2016-05-11,3,9.43,10.01,9.39,10,15267500,799045673,0.9839
ethereum,ETH,Ethereum,2016-05-12,3,10,10.51,9.86,10.06,24137700,804287196,0.3077
ethereum,ETH,Ethereum,2016-05-13,3,10.06,11.05,10.02,10.51,31276900,840514936,0.4757
ethereum,ETH,Ethereum,2016-05-14,3,10.51,10.61,9.81,10.24,18808000,819487228,0.5375
ethereum,ETH,Ethereum,2016-05-15,3,10.24,10.44,9.93,9.96,9218400,797607883,0.0588
ethereum,ETH,Ethereum,2016-05-16,3,9.97,11.44,9.97,11.17,29079900,894750992,0.8163
ethereum,ETH,Ethereum,2016-05-17,3,11.19,12.49,11.15,12.2,37198700,977439936,0.7836
ethereum,ETH,Ethereum,2016-05-18,3,12.18,14.26,12.18,13.56,65389900,1086834954,0.6635
ethereum,ETH,Ethereum,2016-05-19,3,13.54,14.87,13.34,14.77,53757500,1184385765,0.9346
ethereum,ETH,Ethereum,2016-05-20,3,14.85,15.05,13.38,13.64,50544100,1093879433,0.1557
ethereum,ETH,Ethereum,2016-05-21,3,13.69,14.05,13.12,14.02,24648400,1124761560,0.9677
ethereum,ETH,Ethereum,2016-05-22,3,14.04,14.35,13.77,14.29,17938900,1146979484,0.8966
ethereum,ETH,Ethereum,2016-05-23,3,14.28,14.49,13.19,13.46,23842800,1081207347,0.2077
ethereum,ETH,Ethereum,2016-05-24,3,13.31,13.77,12.01,12.73,41560600,1023046506,0.4091
ethereum,ETH,Ethereum,2016-05-25,3,12.79,12.9,11.77,12.53,27444700,1006875564,0.6726
ethereum,ETH,Ethereum,2016-05-26,3,12.52,12.99,12.06,12.43,20764000,999589702,0.3978
ethereum,ETH,Ethereum,2016-05-27,3,12.39,12.39,10.5,11.3,57496400,908715671,0.4233
ethereum,ETH,Ethereum,2016-05-28,3,11.33,12.36,10.37,11.89,47274800,957134590,0.7638
ethereum,ETH,Ethereum,2016-05-29,3,12.11,12.69,11.78,12.35,28598400,994349367,0.6264
ethereum,ETH,Ethereum,2016-05-30,3,12.33,12.88,12.27,12.73,14733800,1024940354,0.7541
ethereum,ETH,Ethereum,2016-05-31,3,12.74,14.27,12.64,14.08,42433400,1134278934,0.8834
ethereum,ETH,Ethereum,2016-06-01,3,14.11,14.32,13.44,14,22471300,1128621280,0.6364
ethereum,ETH,Ethereum,2016-06-02,3,13.99,14.05,13.63,13.74,10477200,1107823663,0.2619
ethereum,ETH,Ethereum,2016-06-03,3,13.74,13.87,13.25,13.85,22981500,1117035879,0.9677
ethereum,ETH,Ethereum,2016-06-04,3,13.86,13.95,13.42,13.74,15792400,1108902326,0.6038
ethereum,ETH,Ethereum,2016-06-05,3,13.76,14.07,13.57,13.98,11088400,1128276672,0.82
ethereum,ETH,Ethereum,2016-06-06,3,14,14.06,13.73,13.93,8720400,1125426017,0.6061
ethereum,ETH,Ethereum,2016-06-07,3,13.95,14.51,13.81,14.51,21421600,1172565099,1
ethereum,ETH,Ethereum,2016-06-08,3,14.51,14.78,14.28,14.42,16941800,1165411416,0.28
ethereum,ETH,Ethereum,2016-06-09,3,14.43,14.57,14.34,14.4,8256830,1164331165,0.2609
ethereum,ETH,Ethereum,2016-06-10,3,14.38,14.43,13.82,13.91,11312900,1125141726,0.1475
ethereum,ETH,Ethereum,2016-06-11,3,13.91,14.19,13.72,14.19,12176500,1148494818,1
ethereum,ETH,Ethereum,2016-06-12,3,14.19,15.9,14.19,15.74,38210300,1274609697,0.9064
ethereum,ETH,Ethereum,2016-06-13,3,15.77,17.64,15.72,17.6,38023400,1425681023,0.9792
ethereum,ETH,Ethereum,2016-06-14,3,17.61,19.27,17.3,18.89,64412200,1530808958,0.8071
ethereum,ETH,Ethereum,2016-06-15,3,18.91,18.91,17.71,18.35,19393400,1487730475,0.5333
ethereum,ETH,Ethereum,2016-06-16,3,18.36,20.83,18.36,20.59,38531000,1669490450,0.9028
ethereum,ETH,Ethereum,2016-06-17,3,20.65,21.52,13.57,15.38,199408000,1247381862,0.2277
ethereum,ETH,Ethereum,2016-06-18,3,15.38,15.38,9.96,11.33,133937000,919553125,0.2528
ethereum,ETH,Ethereum,2016-06-19,3,11.17,13.18,10.64,12.23,69783600,993283674,0.626
ethereum,ETH,Ethereum,2016-06-20,3,12.24,12.45,10.52,11.84,58143600,961613934,0.6839
ethereum,ETH,Ethereum,2016-06-21,3,11.82,13.42,11.29,13.31,69245600,1081206507,0.9484
ethereum,ETH,Ethereum,2016-06-22,3,13.2,15.79,13.1,13.1,96994096,1064441461,0
ethereum,ETH,Ethereum,2016-06-23,3,13.22,13.79,12.56,13.68,30806400,1112111665,0.9106
ethereum,ETH,Ethereum,2016-06-24,3,13.68,14.57,13.22,14.33,33332900,1165908840,0.8222
ethereum,ETH,Ethereum,2016-06-25,3,14.3,14.58,14.02,14.28,15383100,1162367709,0.4643
ethereum,ETH,Ethereum,2016-06-26,3,14.26,14.37,13.66,13.85,14747600,1127593040,0.2676
ethereum,ETH,Ethereum,2016-06-27,3,13.81,14.12,13.75,13.88,10994700,1130782777,0.3514
ethereum,ETH,Ethereum,2016-06-28,3,13.93,13.98,11.72,12.18,43436600,992040075,0.2035
ethereum,ETH,Ethereum,2016-06-29,3,12.17,13.04,11.69,12.61,26982800,1027934140,0.6815
ethereum,ETH,Ethereum,2016-06-30,3,12.6,12.74,12.25,12.46,15801300,1016130567,0.4286
ethereum,ETH,Ethereum,2016-07-01,3,12.44,12.49,11.73,12.2,17236500,995164390,0.6184
ethereum,ETH,Ethereum,2016-07-02,3,12.22,12.22,11.95,12.13,8987070,989751702,0.6667
ethereum,ETH,Ethereum,2016-07-03,3,12.12,12.15,11.59,11.72,10588700,956815986,0.2321
ethereum,ETH,Ethereum,2016-07-04,3,11.7,11.88,11.39,11.47,12943500,936840410,0.1633
ethereum,ETH,Ethereum,2016-07-05,3,11.46,11.52,9.58,10.61,45526900,866971680,0.5309
ethereum,ETH,Ethereum,2016-07-06,3,10.58,11.11,10.28,10.53,18137300,860571470,0.3012
ethereum,ETH,Ethereum,2016-07-07,3,10.54,10.57,9.8,10.11,15407200,826607193,0.4026
ethereum,ETH,Ethereum,2016-07-08,3,10.12,11.52,9.96,11.39,20039800,932056896,0.9167
ethereum,ETH,Ethereum,2016-07-09,3,11.42,11.46,10.73,10.97,17254800,897316512,0.3288
ethereum,ETH,Ethereum,2016-07-10,3,10.96,11.01,10.78,10.95,5479240,896201853,0.7391
ethereum,ETH,Ethereum,2016-07-11,3,10.94,11.01,10.26,10.46,13098000,856538034,0.2667
ethereum,ETH,Ethereum,2016-07-12,3,10.45,10.76,10.43,10.52,11127700,861548337,0.2727
ethereum,ETH,Ethereum,2016-07-13,3,10.51,10.59,10.4,10.5,6715660,860607720,0.5263
ethereum,ETH,Ethereum,2016-07-14,3,10.6,11.68,10.6,11.51,23621900,943973547,0.8426
ethereum,ETH,Ethereum,2016-07-15,3,11.5,12.43,11.49,11.95,26838900,980299532,0.4894
ethereum,ETH,Ethereum,2016-07-16,3,11.92,11.94,11.59,11.65,10445700,956165958,0.1714
ethereum,ETH,Ethereum,2016-07-17,3,11.62,11.67,11.01,11.16,17921600,915977475,0.2273
ethereum,ETH,Ethereum,2016-07-18,3,11.17,11.61,10.95,11.03,15931900,906133047,0.1212
ethereum,ETH,Ethereum,2016-07-19,3,11.05,12.01,11.01,11.62,21730000,954516828,0.61
ethereum,ETH,Ethereum,2016-07-20,3,11.59,12.99,11.57,12.45,60226100,1023222624,0.6197
ethereum,ETH,Ethereum,2016-07-21,3,12.46,12.71,11.99,12.65,24636900,1040082090,0.9167
ethereum,ETH,Ethereum,2016-07-22,3,12.66,14.81,12.54,14.66,74779504,1205898353,0.9339
ethereum,ETH,Ethereum,2016-07-23,3,14.67,14.9,14.05,14.3,32489700,1176571490,0.2941
ethereum,ETH,Ethereum,2016-07-24,3,14.3,14.44,12.32,12.75,77750800,1049423539,0.2028
ethereum,ETH,Ethereum,2016-07-25,3,12.74,13.86,12.68,13.84,36673800,1139304848,0.9831
ethereum,ETH,Ethereum,2016-07-26,3,13.82,13.85,11.73,11.99,94428800,987619812,0.1226
ethereum,ETH,Ethereum,2016-07-27,3,12.05,13.31,11.84,12.97,58278800,1069044527,0.7687
ethereum,ETH,Ethereum,2016-07-28,3,12.98,12.99,12.49,12.84,24603900,1058813509,0.7
ethereum,ETH,Ethereum,2016-07-29,3,12.84,12.87,12.55,12.79,14082300,1055182413,0.75
ethereum,ETH,Ethereum,2016-07-30,3,12.8,12.8,12.46,12.46,9047810,1028064459,0
ethereum,ETH,Ethereum,2016-07-31,3,12.44,12.51,11.55,11.88,25441400,980174931,0.3438
ethereum,ETH,Ethereum,2016-08-01,3,11.89,12.01,10.94,10.94,23999500,903408507,0
ethereum,ETH,Ethereum,2016-08-02,3,10.95,11.14,8.2,8.79,88803296,725809584,0.2007
ethereum,ETH,Ethereum,2016-08-03,3,8.88,10.42,8.88,10.29,53979400,850578647,0.9156
ethereum,ETH,Ethereum,2016-08-04,3,10.31,11.29,10.16,11.04,38151400,912823135,0.7788
ethereum,ETH,Ethereum,2016-08-05,3,11.02,11.18,10.76,10.93,15487900,903471435,0.4048
ethereum,ETH,Ethereum,2016-08-06,3,10.92,10.94,10.29,10.88,16712600,900151688,0.9077
ethereum,ETH,Ethereum,2016-08-07,3,10.86,11.09,10.78,10.91,16551000,903026897,0.4194
ethereum,ETH,Ethereum,2016-08-08,3,10.91,11.33,10.86,11.25,14956700,931013385,0.8298
ethereum,ETH,Ethereum,2016-08-09,3,11.27,12.45,11.2,12.24,36656600,1014113084,0.832
ethereum,ETH,Ethereum,2016-08-10,3,12.23,12.46,11.98,12.14,28096300,1006130318,0.3333
ethereum,ETH,Ethereum,2016-08-11,3,12.14,12.27,11.63,11.69,17505000,969030731,0.0937
ethereum,ETH,Ethereum,2016-08-12,3,11.69,12.04,11.64,11.78,13690100,976670290,0.35
ethereum,ETH,Ethereum,2016-08-13,3,11.77,11.79,11.51,11.57,7539490,959859186,0.2143
ethereum,ETH,Ethereum,2016-08-14,3,11.58,11.69,11.1,11.19,8680160,928985642,0.1525
ethereum,ETH,Ethereum,2016-08-15,3,11.2,11.31,11,11.22,7500840,931306989,0.7097
ethereum,ETH,Ethereum,2016-08-16,3,11.23,11.24,11,11.14,7051510,925130735,0.5833
ethereum,ETH,Ethereum,2016-08-17,3,11.13,11.15,10.75,10.75,8833760,893343056,0
ethereum,ETH,Ethereum,2016-08-18,3,10.75,11.01,10.74,10.76,6935800,893970119,0.0741
ethereum,ETH,Ethereum,2016-08-19,3,10.75,10.8,10.73,10.75,5390850,893697474,0.2857
ethereum,ETH,Ethereum,2016-08-20,3,10.75,11.3,10.75,11.25,7443540,935523908,0.9091
ethereum,ETH,Ethereum,2016-08-21,3,11.25,11.25,10.99,11.18,4355660,930217061,0.7308
ethereum,ETH,Ethereum,2016-08-22,3,11.19,11.34,11.07,11.12,6588920,925725247,0.1852
ethereum,ETH,Ethereum,2016-08-23,3,11.14,11.23,10.9,11.03,6489380,918563334,0.3939
ethereum,ETH,Ethereum,2016-08-24,3,11.02,11.15,11.01,11.04,4423420,919368975,0.2143
ethereum,ETH,Ethereum,2016-08-25,3,11.03,11.39,11.02,11.36,8552380,946508890,0.9189
ethereum,ETH,Ethereum,2016-08-26,3,11.35,11.45,11.21,11.3,5857850,941701926,0.375
ethereum,ETH,Ethereum,2016-08-27,3,11.29,11.29,11.14,11.15,15108400,929789646,0.0667
ethereum,ETH,Ethereum,2016-08-28,3,11.15,11.15,10.92,10.93,5303040,911883241,0.0435
ethereum,ETH,Ethereum,2016-08-29,3,10.92,11.15,10.79,10.98,8130540,916781161,0.5278
ethereum,ETH,Ethereum,2016-08-30,3,10.99,11.3,10.96,11.23,7221260,937596563,0.7941
ethereum,ETH,Ethereum,2016-08-31,3,11.24,11.68,11.18,11.67,11073700,975003119,0.98
ethereum,ETH,Ethereum,2016-09-01,3,11.67,12.58,11.65,11.99,24051500,1002322694,0.3656
ethereum,ETH,Ethereum,2016-09-02,3,11.96,12.31,11.88,12.11,9368300,1012583470,0.5349
ethereum,ETH,Ethereum,2016-09-03,3,12.11,12.36,11.35,11.76,13358800,983336326,0.4059
ethereum,ETH,Ethereum,2016-09-04,3,11.75,11.79,11.47,11.68,7220550,977118527,0.6563
ethereum,ETH,Ethereum,2016-09-05,3,11.68,11.81,11.59,11.72,5724100,980599518,0.5909
ethereum,ETH,Ethereum,2016-09-06,3,11.73,11.73,11.47,11.69,6346330,978635238,0.8462
ethereum,ETH,Ethereum,2016-09-07,3,11.69,11.73,11.52,11.55,6115050,967186182,0.1429
ethereum,ETH,Ethereum,2016-09-08,3,11.55,11.7,11.25,11.35,11535000,950629714,0.2222
ethereum,ETH,Ethereum,2016-09-09,3,11.41,11.68,11.39,11.65,6109200,976718524,0.8966
ethereum,ETH,Ethereum,2016-09-10,3,11.66,12.22,11.54,12.17,7220300,1020331771,0.9265
ethereum,ETH,Ethereum,2016-09-11,3,12.21,12.21,11.59,11.64,8791180,976259356,0.0806
ethereum,ETH,Ethereum,2016-09-12,3,11.64,11.95,11.61,11.89,7478080,998057810,0.8235
ethereum,ETH,Ethereum,2016-09-13,3,11.89,12.09,11.88,11.92,11704300,1000535934,0.1905
ethereum,ETH,Ethereum,2016-09-14,3,11.9,12,11.86,11.92,5694820,1001301306,0.4286
ethereum,ETH,Ethereum,2016-09-15,3,11.94,12.14,11.92,11.94,7309090,1002844845,0.0909
ethereum,ETH,Ethereum,2016-09-16,3,11.96,12.75,11.9,12.56,17421500,1055235487,0.7765
ethereum,ETH,Ethereum,2016-09-17,3,12.56,12.76,12.44,12.7,7446610,1067645133,0.8125
ethereum,ETH,Ethereum,2016-09-18,3,12.69,12.99,12.16,12.43,22433300,1045462817,0.3253
ethereum,ETH,Ethereum,2016-09-19,3,12.44,13.19,12.42,13.19,13838800,1109717807,1
ethereum,ETH,Ethereum,2016-09-20,3,13.21,14.43,13.12,14.43,31929100,1214629780,1
ethereum,ETH,Ethereum,2016-09-21,3,14.43,14.43,13.17,13.77,28645000,1159365902,0.4762
ethereum,ETH,Ethereum,2016-09-22,3,13.66,13.66,12.48,13.25,27382800,1115922936,0.6525
ethereum,ETH,Ethereum,2016-09-23,3,13.21,13.45,13.1,13.33,9166430,1123430818,0.6571
ethereum,ETH,Ethereum,2016-09-24,3,13.32,13.34,12.68,12.88,9824880,1085651021,0.303
ethereum,ETH,Ethereum,2016-09-25,3,12.85,13.11,12.8,13.1,5283440,1104901553,0.9677
ethereum,ETH,Ethereum,2016-09-26,3,13.17,13.17,12.74,12.82,7213070,1081884909,0.186
ethereum,ETH,Ethereum,2016-09-27,3,12.86,13.21,12.86,13.1,6831070,1105565483,0.6857
ethereum,ETH,Ethereum,2016-09-28,3,13.11,13.48,13.08,13.27,10239000,1120893441,0.475
ethereum,ETH,Ethereum,2016-09-29,3,13.28,13.34,13.07,13.07,5990630,1104310043,0
ethereum,ETH,Ethereum,2016-09-30,3,13.08,13.34,13.02,13.22,5950840,1117517388,0.625
ethereum,ETH,Ethereum,2016-10-01,3,13.2,13.31,13.05,13.17,6331160,1113568557,0.4615
ethereum,ETH,Ethereum,2016-10-02,3,13.18,13.3,13.14,13.2,4079660,1116323115,0.375
ethereum,ETH,Ethereum,2016-10-03,3,13.2,13.49,13.19,13.45,7458320,1138142255,0.8667
ethereum,ETH,Ethereum,2016-10-04,3,13.45,13.53,13.21,13.28,8348280,1123727868,0.2187
ethereum,ETH,Ethereum,2016-10-05,3,13.28,13.35,13.04,13.04,9881370,1103736600,0
ethereum,ETH,Ethereum,2016-10-06,3,13.03,13.14,12.69,12.85,12044800,1088798918,0.3556
ethereum,ETH,Ethereum,2016-10-07,3,12.85,12.99,12.53,12.67,8933050,1073405275,0.3043
ethereum,ETH,Ethereum,2016-10-08,3,12.67,12.69,12.05,12.22,11611200,1035883228,0.2656
ethereum,ETH,Ethereum,2016-10-09,3,12.22,12.36,11.98,12.05,7208480,1022264082,0.1842
ethereum,ETH,Ethereum,2016-10-10,3,12.06,12.06,11.62,11.76,10809200,997363895,0.3182
ethereum,ETH,Ethereum,2016-10-11,3,11.76,12.16,11.75,11.79,11727700,1000308761,0.0976
ethereum,ETH,Ethereum,2016-10-12,3,11.78,12.07,11.71,11.93,9694640,1013248317,0.6111
ethereum,ETH,Ethereum,2016-10-13,3,11.91,12.13,11.78,11.96,8665190,1016169767,0.5143
ethereum,ETH,Ethereum,2016-10-14,3,11.99,12.07,11.9,11.94,4333510,1014456176,0.2353
ethereum,ETH,Ethereum,2016-10-15,3,11.94,12,11.78,11.98,4991840,1018682988,0.9091
ethereum,ETH,Ethereum,2016-10-16,3,11.98,12.01,11.93,11.95,3617280,1016373308,0.25
ethereum,ETH,Ethereum,2016-10-17,3,11.96,12.03,11.86,12.01,5724440,1021302744,0.8824
ethereum,ETH,Ethereum,2016-10-18,3,12,12.93,12,12.59,18864200,1071362741,0.6344
ethereum,ETH,Ethereum,2016-10-19,3,12.59,12.62,11.91,12.02,10576200,1023599502,0.1549
ethereum,ETH,Ethereum,2016-10-20,3,12.05,12.29,12,12.1,8170760,1030522234,0.3448
ethereum,ETH,Ethereum,2016-10-21,3,12.13,12.21,12.02,12.18,5676920,1037420190,0.8421
ethereum,ETH,Ethereum,2016-10-22,3,12.18,12.19,11.95,12.07,7583820,1028949804,0.5
ethereum,ETH,Ethereum,2016-10-23,3,12.13,12.14,11.94,12.04,5774660,1026301229,0.5
ethereum,ETH,Ethereum,2016-10-24,3,12.04,12.1,11.91,11.97,5739690,1020971991,0.3158
ethereum,ETH,Ethereum,2016-10-25,3,11.97,11.99,11.15,11.41,19316000,973991742,0.3095
ethereum,ETH,Ethereum,2016-10-26,3,11.38,11.66,11.38,11.53,10221800,984429110,0.5357
ethereum,ETH,Ethereum,2016-10-27,3,11.53,11.61,11.26,11.5,13255400,982033774,0.6857
ethereum,ETH,Ethereum,2016-10-28,3,11.47,11.58,10.95,11.09,13971500,946972469,0.2222
ethereum,ETH,Ethereum,2016-10-29,3,11.1,11.2,9.56,10.44,27070400,892565736,0.5366
ethereum,ETH,Ethereum,2016-10-30,3,10.43,11.45,10.29,11.18,16694900,956007454,0.7672
ethereum,ETH,Ethereum,2016-10-31,3,11.23,11.5,10.94,11,13393900,940578264,0.1071
ethereum,ETH,Ethereum,2016-11-01,3,10.96,11.18,10.3,10.77,22901300,921057444,0.5341
ethereum,ETH,Ethereum,2016-11-02,3,10.77,11.16,10.69,10.75,11691700,920236997,0.1277
ethereum,ETH,Ethereum,2016-11-03,3,10.8,11.11,10.76,10.8,15228600,924716659,0.1143
ethereum,ETH,Ethereum,2016-11-04,3,10.82,11.12,10.82,11.09,9958040,949862035,0.9
ethereum,ETH,Ethereum,2016-11-05,3,11.09,11.24,10.88,11,5502670,942653972,0.3333
ethereum,ETH,Ethereum,2016-11-06,3,10.99,11.25,10.85,10.87,5688710,931947467,0.05
ethereum,ETH,Ethereum,2016-11-07,3,10.9,10.96,10.78,10.81,5992480,926761430,0.1667
ethereum,ETH,Ethereum,2016-11-08,3,10.85,10.92,10.74,10.83,6258150,929246807,0.5
ethereum,ETH,Ethereum,2016-11-09,3,10.82,10.83,10.22,10.66,14606600,914292103,0.7213
ethereum,ETH,Ethereum,2016-11-10,3,10.67,10.68,10.51,10.52,4253980,903380024,0.0588
ethereum,ETH,Ethereum,2016-11-11,3,10.51,10.57,10.26,10.29,6056300,883565427,0.0968
ethereum,ETH,Ethereum,2016-11-12,3,10.29,10.34,9.7,9.88,10052500,848509382,0.2813
ethereum,ETH,Ethereum,2016-11-13,3,9.89,10.41,9.84,10.1,8227770,868038290,0.4561
ethereum,ETH,Ethereum,2016-11-14,3,10.1,10.16,9.96,9.97,3573250,856753361,0.05
ethereum,ETH,Ethereum,2016-11-15,3,9.97,10.32,9.85,10.22,6557550,878653067,0.7872
ethereum,ETH,Ethereum,2016-11-16,3,10.22,10.33,9.93,10.06,9533550,865349966,0.325
ethereum,ETH,Ethereum,2016-11-17,3,10.06,10.19,9.92,9.99,6984700,859814328,0.2593
ethereum,ETH,Ethereum,2016-11-18,3,9.99,10.01,9.48,9.48,10816100,815806832,0
ethereum,ETH,Ethereum,2016-11-19,3,9.48,9.75,9.48,9.66,5186540,832183861,0.6667
ethereum,ETH,Ethereum,2016-11-20,3,9.66,9.71,9.52,9.58,5173420,825305262,0.3158
ethereum,ETH,Ethereum,2016-11-21,3,9.58,9.64,9.54,9.62,3663210,829190391,0.8
ethereum,ETH,Ethereum,2016-11-22,3,9.63,10.24,9.59,9.91,11284400,854053528,0.4923
ethereum,ETH,Ethereum,2016-11-23,3,9.92,9.96,9.76,9.84,4812310,849020680,0.4
ethereum,ETH,Ethereum,2016-11-24,3,9.85,9.85,8.93,9.23,15987800,796538442,0.3261
ethereum,ETH,Ethereum,2016-11-25,3,9.23,9.75,9.21,9.4,7669720,811553949,0.3519
ethereum,ETH,Ethereum,2016-11-26,3,9.42,9.5,9.31,9.33,3505990,805474198,0.1053
ethereum,ETH,Ethereum,2016-11-27,3,9.31,9.33,8.78,9,8707660,777313922,0.4
ethereum,ETH,Ethereum,2016-11-28,3,9,9.01,8.72,8.72,6046890,753971438,0
ethereum,ETH,Ethereum,2016-11-29,3,8.73,8.74,7.88,8.17,17000400,706651179,0.3372
ethereum,ETH,Ethereum,2016-11-30,3,8.16,8.75,8.16,8.59,10626600,742664775,0.7288
ethereum,ETH,Ethereum,2016-12-01,3,8.6,8.65,8.36,8.45,5882340,731254342,0.3103
ethereum,ETH,Ethereum,2016-12-02,3,8.46,8.46,7.42,7.76,18579800,671587252,0.3269
ethereum,ETH,Ethereum,2016-12-03,3,7.77,8.15,7.67,7.92,12112100,685808136,0.5208
ethereum,ETH,Ethereum,2016-12-04,3,7.9,7.95,7.44,7.44,8450790,644685715,0
ethereum,ETH,Ethereum,2016-12-05,3,7.41,7.64,6.66,6.82,17344500,591026579,0.1633
ethereum,ETH,Ethereum,2016-12-06,3,6.8,7.92,5.98,7.87,50671200,682013454,0.9742
ethereum,ETH,Ethereum,2016-12-07,3,7.89,8.54,7.33,8.38,22229600,726702380,0.8678
ethereum,ETH,Ethereum,2016-12-08,3,8.38,8.86,8.23,8.23,16042700,713877391,0
ethereum,ETH,Ethereum,2016-12-09,3,8.17,8.67,8.05,8.45,12916300,732836297,0.6452
ethereum,ETH,Ethereum,2016-12-10,3,8.44,8.53,8.02,8.13,8108370,705254561,0.2157
ethereum,ETH,Ethereum,2016-12-11,3,8.13,8.27,8.1,8.19,5545500,711457159,0.5294
ethereum,ETH,Ethereum,2016-12-12,3,8.19,8.61,8.17,8.52,9119700,740255866,0.7955
ethereum,ETH,Ethereum,2016-12-13,3,8.52,8.53,8.35,8.42,4486190,731892846,0.3889
ethereum,ETH,Ethereum,2016-12-14,3,8.45,8.52,8.25,8.27,7337220,718460239,0.0741
ethereum,ETH,Ethereum,2016-12-15,3,8.24,8.24,7.72,7.83,13184400,680740349,0.2115
ethereum,ETH,Ethereum,2016-12-16,3,7.86,7.93,7.8,7.86,5178610,683575806,0.4615
ethereum,ETH,Ethereum,2016-12-17,3,7.86,7.9,7.52,7.88,8502620,685426528,0.9474
ethereum,ETH,Ethereum,2016-12-18,3,7.86,7.93,7.72,7.87,5890020,684696555,0.7143
ethereum,ETH,Ethereum,2016-12-19,3,7.87,7.87,7.63,7.64,5894760,665654987,0.0417
ethereum,ETH,Ethereum,2016-12-20,3,7.63,7.75,7.57,7.66,6313550,667309961,0.5
ethereum,ETH,Ethereum,2016-12-21,3,7.66,7.94,7.66,7.91,9393550,689718972,0.8929
ethereum,ETH,Ethereum,2016-12-22,3,7.9,7.91,7.5,7.59,16376700,661247899,0.2195
ethereum,ETH,Ethereum,2016-12-23,3,7.58,7.69,7.16,7.17,19613100,624956487,0.0189
ethereum,ETH,Ethereum,2016-12-24,3,7.15,7.41,7.15,7.27,7626020,633871896,0.4615
ethereum,ETH,Ethereum,2016-12-25,3,7.26,7.34,7.14,7.18,8671840,626189631,0.2
ethereum,ETH,Ethereum,2016-12-26,3,7.13,7.33,7.05,7.27,5836810,635060699,0.7857
ethereum,ETH,Ethereum,2016-12-27,3,7.28,7.32,7.09,7.17,8778610,626268701,0.3478
ethereum,ETH,Ethereum,2016-12-28,3,7.15,7.62,7.08,7.52,17453300,657011884,0.8148
ethereum,ETH,Ethereum,2016-12-29,3,7.54,8.53,7.54,8.28,27543800,724028107,0.7475
ethereum,ETH,Ethereum,2016-12-30,3,8.29,8.47,8.05,8.16,13909900,713433620,0.2619
ethereum,ETH,Ethereum,2016-12-31,3,8.15,8.16,7.91,7.97,9066800,696993600,0.24
ethereum,ETH,Ethereum,2017-01-01,3,7.98,8.47,7.98,8.17,14731700,715049208,0.3878
ethereum,ETH,Ethereum,2017-01-02,3,8.17,8.44,8.05,8.38,14579600,733331654,0.8462
ethereum,ETH,Ethereum,2017-01-03,3,8.37,10,8.32,9.73,33625200,851512055,0.8393
ethereum,ETH,Ethereum,2017-01-04,3,9.71,11.28,9.56,11.25,41051200,985515893,0.9826
ethereum,ETH,Ethereum,2017-01-05,3,11.29,11.89,9.4,10.25,41557400,898497892,0.3414
ethereum,ETH,Ethereum,2017-01-06,3,10.29,10.63,9.63,10.25,29471800,898845928,0.62
ethereum,ETH,Ethereum,2017-01-07,3,10.24,10.28,9.59,9.87,23153600,865194523,0.4058
ethereum,ETH,Ethereum,2017-01-08,3,9.87,10.39,9.83,10.29,16676600,902576769,0.8214
