Name,Start Date,End Date,Wind Speed
Name,Start Date,End Date,Wind Speed
07w - Tropical Depression (2000),13/07/2000,15/07/2000,25
08w - Tropical Depression (2003),15/07/2003,15/07/2003,25
08w - Tropical Depression (2001),10/07/2001,11/07/2001,25
08w - Tropical Depression (2000),16/07/2000,17/07/2000,25
10w - Tropical Depression (2000),20/07/2000,23/07/2000,25
13w - Tropical Depression (2002),18/07/2002,21/07/2002,30
13w - Tropical Depression (2006),24/08/2006,25/08/2006,30
14e - Tropical Depression (2002),22/10/2002,22/10/2002,30
14w - Tropical Depression (2000),8/08/2000,10/08/2000,30
14w - Tropical Depression (2007),21/09/2007,22/09/2007,30
15e - Tropical Depression (2002),22/10/2002,22/10/2002,30
15w - Tropical Depression (2006),12/09/2006,13/09/2006,30
15w - Tropical Depression (2001),24/08/2001,25/08/2001,30
16e - Tropical Depression (2001),20/10/2001,20/10/2001,30
16e - Tropical Depression (2002),14/11/2002,16/11/2002,30
17e - Tropical Depression (2001),31/10/2001,31/10/2001,30
17w - Tropical Depression (2002),5/08/2002,5/08/2002,25
17w - Tropical Depression (2000),18/08/2000,19/08/2000,25
17w - Tropical Depression (2010),21/10/2010,23/10/2010,30
17w - Tropical Depression (2006),23/09/2006,25/09/2006,30
18w - Tropical Depression (2003),6/10/2003,10/10/2003,25
18w - Tropical Depression (2002),10/08/2002,13/08/2002,30
19w - Tropical Depression (2003),12/10/2003,13/10/2003,30
21w - Tropical Depression (1997),11/09/1997,12/09/1997,30
22w - Tropical Depression (2003),22/10/2003,23/10/2003,25
23w - Tropical Depression (2006),9/11/2006,9/11/2006,25
23w - Tropical Depression (2002),10/09/2002,10/09/2002,30
23w - Tropical Depression (2003),23/10/2003,24/10/2003,25
25w - Tropical Depression (2003),12/11/2003,12/11/2003,30
25w - Tropical Depression (2007),26/11/2007,27/11/2007,25
26w - Tropical Depression (2007),28/11/2007,28/11/2007,25
26w - Tropical Depression (1997),4/10/1997,7/10/1997,30
27w - Tropical Depression (2003),24/12/2003,27/12/2003,30
27w - Tropical Depression (2000),28/09/2000,30/09/2000,30
28w - Tropical Depression (2000),6/10/2000,12/10/2000,30
28w - Tropical Depression (2001),18/11/2001,24/11/2001,30
29w - Tropical Depression (2000),21/10/2000,21/10/2000,30
29w - Tropical Depression (2001),20/11/2001,23/11/2001,30
29w - Tropical Depression (2002),26/10/2002,27/10/2002,30
30w - Tropical Depression (2000),25/10/2000,26/10/2000,30
32w - Tropical Depression (2000),8/11/2000,9/11/2000,30
Eighte - Tropical Depression (2013),18/09/2013,18/09/2013,25
Eighte - Tropical Depression (2010),12/11/2010,14/11/2010,25
Four - Tropical Depression (2014),22/03/2014,22/03/2014,30
Fourteen - Tropical Depression (2010),5/10/2010,6/10/2010,30
Fourteen - Tropical Depression (2014),7/09/2014,8/09/2014,25
Haima - Tropical Depression (2004),12/09/2004,13/09/2004,30
Kalmae - Tropical Depression (2002),20/07/2002,21/07/2002,30
Malou - Tropical Depression (2004),4/08/2004,5/08/2004,30
Nineteen - Tropical Depression (2010),12/12/2010,13/12/2010,25
One - Tropical Depression (2010),18/01/2010,19/01/2010,30
One - Tropical Depression (2011),2/04/2011,3/04/2011,30
Podul - Tropical Depression (2013),14/11/2013,15/11/2013,25
Thirteen - Tropical Depression (2013),17/08/2013,17/08/2013,25
Thirteen - Tropical Depression (2011),10/08/2011,12/08/2011,30
Thirty - Tropical Depression (2013),3/12/2013,3/12/2013,30
Tokage - Tropical Depression (2011),15/07/2011,16/07/2011,30
Trami - Tropical Depression (2006),17/12/2006,18/12/2006,30
Twenty-Five - Tropical Depression (2011),4/12/2011,5/12/2011,30
Twenty-Four - Tropical Depression (2011),7/11/2011,8/11/2011,30
Twenty-Six - Tropical Depression (2011),12/12/2011,13/12/2011,30
Two - Tropical Depression (2013),19/02/2013,21/02/2013,25
Two - Tropical Depression (2011),5/04/2011,6/04/2011,30
09e - Tropical Storm (2007),8/08/2007,9/08/2007,35
10e - Tropical Storm (2007),29/08/2007,29/08/2007,35
12e - Tropical Storm (2007),18/09/2007,19/09/2007,50
14e - Tropical Storm (2006),16/09/2006,16/09/2006,35
Agatha - Tropical Storm (1998),11/06/1998,16/06/1998,55
Agatha - Tropical Storm (2010),29/05/2010,30/05/2010,40
Aletta - Tropical Storm (2012),14/05/2012,19/05/2012,40
Aletta - Tropical Storm (2006),27/05/2006,30/05/2006,40
Alika - Tropical Storm (2002),22/08/2002,28/08/2002,55
Alma - Tropical Storm (2008),29/05/2008,30/05/2008,55
Alvin - Tropical Storm (2013),15/05/2013,17/05/2013,45
Alvin - Tropical Storm (2007),29/05/2007,31/05/2007,35
Andres - Tropical Storm (2003),20/05/2003,26/05/2003,40
Andres - Tropical Storm (1997),1/06/1997,6/06/1997,45
Barbara - Tropical Storm (2007),30/05/2007,2/06/2007,45
Barbara - Tropical Storm (2001),20/06/2001,22/06/2001,50
Beatriz - Tropical Storm (2005),21/06/2005,24/06/2005,45
Blanca - Tropical Storm (1997),9/06/1997,12/06/1997,40
Blanca - Tropical Storm (2003),17/06/2003,22/06/2003,55
Blanca - Tropical Storm (2009),6/07/2009,9/07/2009,45
Blas - Tropical Storm (2010),17/06/2010,21/06/2010,55
Boris - Tropical Storm (2002),8/06/2002,11/06/2002,50
Boris - Tropical Storm (2014),2/06/2014,4/06/2014,35
Bud - Tropical Storm (2000),13/06/2000,17/06/2000,45
Calvin - Tropical Storm (1999),25/07/1999,27/07/1999,35
Calvin - Tropical Storm (2005),26/06/2005,29/06/2005,45
Carlos - Tropical Storm (1997),25/06/1997,27/06/1997,45
Carlos - Tropical Storm (2003),26/06/2003,27/06/2003,55
Celia - Tropical Storm (1998),17/07/1998,21/07/1998,50
Cosme - Tropical Storm (2001),13/07/2001,15/07/2001,45
Cristina - Tropical Storm (2008),27/06/2008,1/07/2008,45
Cristina - Tropical Storm (2002),9/07/2002,16/07/2002,55
Dalila - Tropical Storm (2007),23/07/2007,27/07/2007,50
Dolores - Tropical Storm (2009),15/07/2009,17/07/2009,45
Dolores - Tropical Storm (2003),6/07/2003,8/07/2003,35
Dora - Tropical Storm (2005),4/07/2005,6/07/2005,35
Douglas - Tropical Storm (2008),2/07/2008,4/07/2008,35
Douglas - Tropical Storm (2014),28/06/2014,5/07/2014,40
Elida - Tropical Storm (2014),30/06/2014,2/07/2014,45
Emilia - Tropical Storm (2006),21/07/2006,28/07/2006,60
Emilia - Tropical Storm (2000),26/07/2000,30/07/2000,55
Enrique - Tropical Storm (2003),10/07/2003,16/07/2003,55
Enrique - Tropical Storm (2009),3/08/2009,7/08/2009,50
Erick - Tropical Storm (2007),31/07/2007,2/08/2007,35
Erick - Tropical Storm (2001),20/07/2001,24/07/2001,35
Estelle - Tropical Storm (2010),6/08/2010,10/08/2010,55
Eugene - Tropical Storm (2005),18/07/2005,20/07/2005,60
Fabio - Tropical Storm (2006),31/07/2006,3/08/2006,45
Fabio - Tropical Storm (2000),3/08/2000,6/08/2000,45
Fausto - Tropical Storm (2014),7/07/2014,9/07/2014,40
Felicia - Tropical Storm (2003),18/07/2003,23/07/2003,45
Fernanda - Tropical Storm (2011),15/08/2011,20/08/2011,55
Fernanda - Tropical Storm (1999),17/08/1999,22/08/1999,55
Flossie - Tropical Storm (2013),25/07/2013,30/07/2013,55
Frank - Tropical Storm (1998),6/08/1998,10/08/1998,35
Genevieve - Tropical Storm (2002),26/08/2002,1/09/2002,60
Georgette - Tropical Storm (2010),21/09/2010,23/09/2010,35
Gil - Tropical Storm (2007),29/08/2007,2/09/2007,40
Gilma - Tropical Storm (2006),1/08/2006,3/08/2006,35
Greg - Tropical Storm (2005),11/08/2005,15/08/2005,45
Guillermo - Tropical Storm (2003),7/08/2003,12/08/2003,50
Hector - Tropical Storm (2012),11/08/2012,17/08/2012,40
Henriette - Tropical Storm (2001),4/09/2001,8/09/2001,55
Hilda - Tropical Storm (2003),9/08/2003,13/08/2003,35
Hilda - Tropical Storm (1997),10/08/1997,15/08/1997,45
Hilda - Tropical Storm (2009),22/08/2009,27/08/2009,55
Ignacio - Tropical Storm (1997),17/08/1997,18/08/1997,35
Ignacio - Tropical Storm (2009),24/08/2009,27/08/2009,45
Ileana - Tropical Storm (2000),13/08/2000,17/08/2000,60
Irwin - Tropical Storm (1999),8/10/1999,11/10/1999,50
Irwin - Tropical Storm (2005),25/08/2005,28/08/2005,45
Iselle - Tropical Storm (2008),13/08/2008,17/08/2008,45
Iselle - Tropical Storm (2002),15/09/2002,20/09/2002,60
Ivo - Tropical Storm (2001),10/09/2001,14/09/2001,45
Ivo - Tropical Storm (2013),23/08/2013,25/08/2013,40
Javier - Tropical Storm (1998),7/09/1998,11/09/1998,45
John - Tropical Storm (2000),28/08/2000,1/09/2000,60
John - Tropical Storm (2012),2/09/2012,4/09/2012,35
Juliette - Tropical Storm (2007),29/09/2007,2/10/2007,45
Juliette - Tropical Storm (2013),28/08/2013,30/08/2013,45
Julio - Tropical Storm (2008),23/08/2008,26/08/2008,45
Julio - Tropical Storm (2002),25/09/2002,26/09/2002,35
Karina - Tropical Storm (2008),2/09/2008,3/09/2008,35
Kevin - Tropical Storm (2009),29/08/2009,1/09/2009,45
Kevin - Tropical Storm (1997),3/09/1997,6/09/1997,50
Kevin - Tropical Storm (2003),3/09/2003,6/09/2003,35
Kika - Tropical Storm (2008),6/08/2008,12/08/2008,35
Kiko - Tropical Storm (2013),31/08/2013,2/09/2013,60
Kiko - Tropical Storm (2007),15/10/2007,23/10/2007,60
Kristy - Tropical Storm (2012),12/09/2012,17/09/2012,50
Kristy - Tropical Storm (2000),31/08/2000,3/09/2000,35
Lana - Tropical Storm (2009),30/07/2009,3/08/2009,55
Lidia - Tropical Storm (2005),17/09/2005,19/09/2005,40
Lorena - Tropical Storm (2001),2/10/2001,4/10/2001,50
Lorena - Tropical Storm (2013),5/09/2013,8/09/2013,40
Lowell - Tropical Storm (2008),7/09/2008,12/09/2008,50
Lowell - Tropical Storm (2002) - Eastern Pacific,22/10/2002,31/10/2002,45
Maka - Tropical Storm (2009),10/08/2009,12/08/2009,35
Manuel - Tropical Storm (2001),10/10/2001,18/10/2001,45
Marty - Tropical Storm (1997),13/09/1997,16/09/1997,40
Marty - Tropical Storm (2009),16/09/2009,19/09/2009,40
Miriam - Tropical Storm (2000),15/09/2000,17/09/2000,40
Narda - Tropical Storm (2013),6/10/2013,10/10/2013,55
Nora - Tropical Storm (2009),23/09/2009,25/09/2009,50
Norma - Tropical Storm (2005),23/09/2005,27/09/2005,55
Norman - Tropical Storm (2006),9/10/2006,15/10/2006,45
Norman - Tropical Storm (2000),20/09/2000,22/09/2000,40
Norman - Tropical Storm (2012),28/09/2012,29/09/2012,40
Octave - Tropical Storm (2013),13/10/2013,15/10/2013,55
Odile - Tropical Storm (2008),8/10/2008,12/10/2008,55
Olaf - Tropical Storm (1997),26/09/1997,12/10/1997,60
Olaf - Tropical Storm (2009),1/10/2009,4/10/2009,40
Olivia - Tropical Storm (2000),2/10/2000,10/10/2000,55
Olivia - Tropical Storm (2006),9/10/2006,12/10/2006,40
Olivia - Tropical Storm (2012),6/10/2012,9/10/2012,50
Omeka - Tropical Storm (2010),19/12/2010,20/12/2010,45
Paka - Tropical Storm (1997),2/12/1997,6/12/1997,55
Patricia - Tropical Storm (2009),11/10/2009,14/10/2009,50
Paul - Tropical Storm (2000),25/10/2000,29/10/2000,35
Pewa - Tropical Storm (2013),16/08/2013,18/08/2013,55
Polo - Tropical Storm (2008),2/11/2008,5/11/2008,35
Priscilla - Tropical Storm (2013),14/10/2013,17/10/2013,40
Rosa - Tropical Storm (2006),8/11/2006,10/11/2006,35
Rosa - Tropical Storm (2012),30/10/2012,4/11/2012,50
Rosa - Tropical Storm (2000),3/11/2000,8/11/2000,55
Sonia - Tropical Storm (2013),1/11/2013,4/11/2013,40
Trudy - Tropical Storm (2014),17/10/2014,19/10/2014,50
Twenty E - Tropical Storm (2006),11/11/2006,11/11/2006,35
Unala - Tropical Storm (2013) - Eastern Pacific,19/08/2013,19/08/2013,35
Upana - Tropical Storm (2000),19/07/2000,24/07/2000,40
Wali - Tropical Storm (2014),17/07/2014,19/07/2014,40
Wene - Tropical Storm (2000) - Eastern Pacific,15/08/2000,17/08/2000,45
01a - Tropical Storm (2004),5/06/2004,10/06/2004,45
01a - Tropical Storm (2002),6/05/2002,10/05/2002,45
01a - Tropical Storm (2006),13/01/2006,14/01/2006,35
01b - Tropical Storm (2000),16/10/2000,18/10/2000,35
02b - Tropical Storm (2002),10/05/2002,12/05/2002,45
02b - Tropical Storm (2000),27/10/2000,28/10/2000,35
03a - Tropical Storm (2004),1/10/2004,3/10/2004,40
03b - Tropical Storm (2006),2/07/2006,2/07/2006,35
03b - Tropical Storm (2002),11/11/2002,12/11/2002,55
03b - Tropical Storm (2003),12/12/2003,15/12/2003,55
04a - Tropical Storm (2004),4/11/2004,7/11/2004,40
04b - Tropical Storm (2002),23/11/2002,25/11/2002,45
05b - Tropical Storm (2002),23/12/2002,25/12/2002,35
05b - Tropical Storm (2006),28/09/2006,29/09/2006,35
23w - Tropical Storm (2003),24/10/2003,28/10/2003,35
Bandu - Tropical Storm (2010),19/05/2010,22/05/2010,55
Bijli - Tropical Storm (2009),15/04/2009,17/04/2009,50
Four - Tropical Storm (2012),23/12/2012,24/12/2012,40
Khai muk - Tropical Storm (2008),14/11/2008,16/11/2008,45
Mukda - Tropical Storm (2006),21/09/2006,24/09/2006,55
Murjan - Tropical Storm (2012),24/10/2012,25/10/2012,35
Nanauk - Tropical Storm (2014),10/06/2014,13/06/2014,55
Nilam - Tropical Storm (2012),29/10/2012,31/10/2012,55
Nisha - Tropical Storm (2008),25/11/2008,27/11/2008,55
One - Tropical Storm (2014),4/01/2014,5/01/2014,40
Phyan - Tropical Storm (2009),9/11/2009,11/11/2009,50
Rashmi - Tropical Storm (2008),26/10/2008,27/10/2008,45
Seven - Tropical Storm (2008),4/12/2008,7/12/2008,35
Three - Tropical Storm (2009),5/09/2009,5/09/2009,35
Three - Tropical Storm (2012),17/11/2012,19/11/2012,35
Three - Tropical Storm (2008) - Northern Indian,20/10/2008,23/10/2008,35
Two - Tropical Storm (2008),16/09/2008,16/09/2008,35
Ward - Tropical Storm (2009),11/12/2009,14/12/2009,50
01s - Tropical Storm (2005),14/10/2005,15/10/2005,35
01s - Tropical Storm (2000),1/08/2000,3/08/2000,35
01s - Tropical Storm (2007),29/07/2007,30/07/2007,35
01s - Tropical Storm (2001),6/10/2001,7/10/2001,35
01s - Tropical Storm (2002),6/09/2002,8/09/2002,35
02s - Tropical Storm (2005),5/11/2005,8/11/2005,45
03s - Tropical Storm (2001),21/11/2001,21/11/2001,35
04s - Tropical Storm (2001),21/11/2001,23/11/2001,35
04s - Tropical Storm (2005),24/12/2005,25/12/2005,35
06s - Tropical Storm (2000),21/01/2000,23/01/2000,35
08s - Tropical Storm (2002),30/12/2002,31/12/2002,35
09s - Tropical Storm (2007),31/12/2007,31/12/2007,35
10s - Tropical Storm (2005),15/01/2005,17/01/2005,35
12s - Tropical Storm (2006),19/02/2006,20/02/2006,45
16s - Tropical Storm (2001),2/04/2001,5/04/2001,35
17s - Tropical Storm (2008),7/02/2008,10/02/2008,40
21s - Tropical Storm (2002),7/04/2002,7/04/2002,35
21s - Tropical Storm (2001),21/06/2001,23/06/2001,45
Alessia - Tropical Storm (2013) - Southern India,22/11/2013,24/11/2013,45
Alexandre - Tropical Storm (2001),26/10/2001,31-November-2001,55
Anggrek - Tropical Storm (2010),30/10/2010,4/11/2010,55
Anika - Tropical Storm (2008),18/11/2008,20/11/2008,50
Anita - Tropical Storm (2006),30/11/2006,2/12/2006,45
Asma - Tropical Storm (2008),16/10/2008,21/10/2008,55
Atang - Tropical Storm (2002),6/11/2002,13/11/2002,45
Boldwin - Tropical Storm (2012),24/11/2012,25/11/2012,105
Bongani - Tropical Storm (2009),23/11/2009,25/11/2009,45
Bonnie - Tropical Storm (2002),10/04/2002,15/04/2002,50
Celina - Tropical Storm (2007),13/12/2007,18/12/2007,35
Chanda - Tropical Storm (2012),7/01/2012,8/01/2012,55
Cherono - Tropical Storm (2011),17/03/2011,19/03/2011,45
Cinda - Tropical Storm (2008),17/12/2008,21/12/2008,55
Clare - Tropical Storm (2006),8/01/2006,10/01/2006,60
Cyprien - Tropical Storm (2002),1/01/2002,2/01/2002,50
Dama - Tropical Storm (2007),18/12/2007,21/12/2007,50
Damienne - Tropical Storm (2000),1/02/2000,2/02/2000,40
Daren - Tropical Storm (2005),18/01/2005,20/01/2005,40
David - Tropical Storm (2009),13/12/2009,25/12/2009,55
Delfina - Tropical Storm (2002),31/12/2002,31/12/2002,55
Diwa - Tropical Storm (2006),4/03/2006,8/03/2006,55
Dominic - Tropical Storm (2009),25/01/2009,27/01/2009,50
Dongo - Tropical Storm (2009),9/01/2009,12/01/2009,55
Durga - Tropical Storm (2008),22/04/2008,24/04/2008,40
Eighteen - Tropical Storm (2013),24/02/2013,27/02/2013,40
Eleven - Tropical Storm (2010),27/01/2010,30/01/2010,35
Elia - Tropical Storm (2006),12/04/2006,15/04/2006,45
Elnus - Tropical Storm (2008),1/01/2008,4/01/2008,40
Emang - Tropical Storm (2013),12/01/2013,17/01/2013,35
Emma - Tropical Storm (2006),27/02/2006,28/02/2006,35
Enok - Tropical Storm (2007),10/02/2007,11/02/2007,55
Eric - Tropical Storm (2009),18/01/2009,20/01/2009,35
Errol - Tropical Storm (2002),9/05/2002,14/05/2002,45
Errol - Tropical Storm (2011),15/04/2011,18/04/2011,55
Fami - Tropical Storm (2010),2/02/2010,2/02/2010,40
Felicia - Tropical Storm (2000),21/02/2000,24/02/2000,50
Fifteen - Tropical Storm (2012),29/02/2012,1/03/2012,70
Fourteen - Tropical Storm (2011),11/02/2011,12/02/2011,35
Freddy - Tropical Storm (2009),6/02/2009,9/02/2009,55
Gabrielle - Tropical Storm (2009),2/03/2009,4/03/2009,35
Gerard - Tropical Storm (2005),3/02/2005,5/02/2005,60
Grant - Tropical Storm (2011),25/12/2011,27/12/2011,40
Heidi - Tropical Storm (2012),10/01/2012,11/01/2012,75
Helen - Tropical Storm (2008),3/01/2008,5/01/2008,45
Hilwa - Tropical Storm (2012),14/02/2012,22/02/2012,60
Hina - Tropical Storm (2009),21/02/2009,24/02/2009,60
Hubert - Tropical Storm (2010),10/03/2010,10/03/2010,35
Hubert - Tropical Storm (2006),5/04/2006,7/04/2006,55
Indlada - Tropical Storm (2007),12/03/2007,12/03/2007,55
Innocente - Tropical Storm (2000),15/04/2000,19/04/2000,45
Irina - Tropical Storm (2012),29/02/2012,10/03/2012,35
Isang - Tropical Storm (2005),3/04/2005,6/04/2005,55
Isobel - Tropical Storm (2007),2/01/2007,3/01/2007,40
Jamala - Tropical Storm (2013),8/05/2013,11/05/2013,45
Kirrily - Tropical Storm (2009),26/04/2009,28/04/2009,40
Kuena - Tropical Storm (2012),6/06/2012,7/06/2012,105
Lola - Tropical Storm (2008),21/03/2008,24/03/2008,45
Magda - Tropical Storm (2010),20/01/2010,22/01/2010,60
Melanie - Tropical Storm (2007),28/12/2007,31/12/2007,60
Mitchell - Tropical Storm (2012),28/12/2012,30/12/2012,35
Nineteen - Tropical Storm (2012),7/05/2012,7/05/2012,50
Nineteen - Tropical Storm (2009),9/03/2009,10/03/2009,35
Olga - Tropical Storm (2000),15/03/2000,19/03/2000,45
One - Tropical Storm (2010),26/10/2010,28/10/2010,35
One - Tropical Storm (2013),27/10/2013,28/10/2013,35
Peta - Tropical Storm (2013),22/01/2013,23/01/2013,35
Raymond - Tropical Storm (2005),31/12/2005,3/01/2006,50
Robyn - Tropical Storm (2010),2/04/2010,6/04/2010,60
Rosie - Tropical Storm (2008),21/04/2008,24/04/2008,45
Sally - Tropical Storm (2005),8/01/2005,10/01/2005,40
Sean - Tropical Storm (2010),22/04/2010,25/04/2010,55
Seven - Tropical Storm (2012),31/12/2012,31/12/2012,
Terri - Tropical Storm (2001),29/01/2001,31/01/2001,55
Three - Tropical Storm (2008) - Southern Indian,19/11/2008,20/11/2008,40
Tim - Tropical Storm (2005),23/01/2005,25/01/2005,35
Twenty - Tropical Storm (2011),2/04/2011,4/04/2011,35
Two - Tropical Storm (2011),6/12/2011,7/12/2011,35
Vince - Tropical Storm (2011),12/01/2011,16/01/2011,40
Vincent - Tropical Storm (2001),12/02/2001,15/02/2001,35
04p - Tropical Storm (2006),30/11/2006,1/12/2006,35
08p - Tropical Storm (2007),22/01/2007,22/01/2007,45
10p - Tropical Storm (2001),17/01/2001,18/01/2001,35
11p - Tropical Storm (2007),4/02/2007,4/02/2007,35
15p - Tropical Storm (2008),27/01/2008,27/01/2008,35
16p - Tropical Storm (2002),24/02/2002,26/02/2002,35
19p - Tropical Storm (2002),14/03/2002,16/03/2002,35
20p - Tropical Storm (2008),29/02/2008,29/02/2008,35
22p - Tropical Storm (2004),7/04/2004,9/04/2004,35
24p - Tropical Storm (2008),20/03/2008,21/03/2008,35
27p - Tropical Storm (2003),14/04/2003,14/04/2003,35
27p - Tropical Storm (2008),18/04/2008,19/04/2008,35
Abigail - Tropical Storm (2001),25/01/2001,27/01/2001,55
Alessia - Tropical Storm (2013) - Southern Pacific,27/11/2013,27/11/2013,35
Anthony - Tropical Storm (2011),23/01/2011,30/01/2011,45
Bernie - Tropical Storm (2002),3/01/2002,4/01/2002,45
Charlotte - Tropical Storm (2009),11/01/2009,11/01/2009,35
Cilla - Tropical Storm (2003),27/01/2003,27/01/2003,35
Cliff - Tropical Storm (2007),4/04/2007,6/04/2007,55
Craig - Tropical Storm (2003),12/03/2003,12/03/2003,35
Cyril - Tropical Storm (2012),6/02/2012,8/02/2012,45
Daphne - Tropical Storm (2012),2/04/2012,3/04/2012,45
Des - Tropical Storm (2002),5/03/2002,7/03/2002,45
Dylan - Tropical Storm (2014),29/01/2014,31/01/2014,55
Edna - Tropical Storm (2014),4/02/2014,5/02/2014,50
Elisa - Tropical Storm (2008),10/01/2008,11/01/2008,45
Ellie - Tropical Storm (2009),31/01/2009,1/02/2009,40
Evan - Tropical Storm (2004),1/03/2004,2/03/2004,35
Fritz - Tropical Storm (2004),12/02/2004,12/02/2004,35
Gillian - Tropical Storm (2014),8/03/2014,10/03/2014,35
Grace - Tropical Storm (2004),21/03/2004,22/03/2004,35
Hadi - Tropical Storm (2014),10/03/2014,11/03/2014,35
Haley - Tropical Storm (2013),10/02/2013,11/02/2013,45
Harvey - Tropical Storm (2005) - Southern Pacific,6/02/2005,7/02/2005,50
Hettie - Tropical Storm (2009),28/01/2009,29/01/2009,35
Innis - Tropical Storm (2009),17/02/2009,18/02/2009,35
Jasper - Tropical Storm (2009),24/03/2009,25/03/2009,45
Joni - Tropical Storm (2009),11/03/2009,13/03/2009,55
June - Tropical Storm (2014),17/01/2014,19/01/2014,40
Kate - Tropical Storm (2006),22/02/2006,24/02/2006,50
Ken - Tropical Storm (2009),17/03/2009,19/03/2009,45
Kofi - Tropical Storm (2014),1/03/2014,3/03/2014,50
Lin - Tropical Storm (2009),4/04/2009,5/04/2009,50
Mike - Tropical Storm (2014),19/03/2014,19/03/2014,35
Mona - Tropical Storm (2000),10/03/2000,11/03/2000,45
Neil - Tropical Storm (2000),15/04/2000,17/04/2000,40
Nelson - Tropical Storm (2007),6/02/2007,6/02/2007,45
Nisha - Tropical Storm (2010),27/01/2010,30/01/2010,50
Olga - Tropical Storm (2010),23/01/2010,30/01/2010,50
Oma - Tropical Storm (2001),20/02/2001,22/02/2001,50
Oswald - Tropical Storm (2013),21/01/2013,21/01/2013,35
Paul - Tropical Storm (2010),27/03/2010,30/03/2010,60
Pierre - Tropical Storm (2007),17/05/2007,18/05/2007,35
Rae - Tropical Storm (2005),6/03/2005,6/03/2005,35
Rita - Tropical Storm (2001),2/03/2001,5/03/2001,40
Sarah - Tropical Storm (2010),27/02/2010,27/02/2010,35
Seventeen - Tropical Storm (2010),21/02/2010,22/02/2010,35
Tam - Tropical Storm (2006),13/01/2006,14/01/2006,35
Tasha - Tropical Storm (2010),24/12/2010,25/12/2010,35
Tessi - Tropical Storm (2000),1/04/2000,3/04/2000,45
Tim - Tropical Storm (2013),13/03/2013,17/03/2013,55
Trina - Tropical Storm (2001),30/11/2001,1/12/2001,35
Twenty-One - Tropical Storm (2012),29/06/2012,30/06/2012,35
Upia - Tropical Storm (2002),25/05/2002,28/05/2002,35
Urmil - Tropical Storm (2006),15/01/2006,15/01/2006,45
Vania - Tropical Storm (2011),11/01/2011,15/01/2011,60
Vaughan - Tropical Storm (2000),4/04/2000,7/04/2000,55
Winsome - Tropical Storm (2001),10/02/2001,11/02/2001,45
Yolande - Tropical Storm (2002),4/12/2002,5/12/2002,40
Zaka - Tropical Storm (2011),6/02/2011,7/02/2011,45
Zane - Tropical Storm (2013),30/04/2013,1/05/2013,60
Zita - Tropical Storm (2007),23/01/2007,24/01/2007,50
(09w) - Tropical Storm (2007),12/08/2007,12/08/2007,40
(10w) - Tropical Storm (2007),28/08/2007,29/08/2007,35
#1 - Tropical Storm (2008),12/01/2008,17/01/2008,40
#10 - Tropical Storm (2008),3/08/2008,7/08/2008,50
#11 - Tropical Storm (2008),11/08/2008,15/08/2008,35
#12 - Tropical Storm (2008),12/08/2008,17/08/2008,55
#14 - Tropical Storm (2008),25/08/2008,29/08/2008,35
#16 - Tropical Storm (2008),9/09/2008,12/09/2008,35
#17 - Tropical Storm (2008),12/09/2008,15/09/2008,35
#20 - Tropical Storm (2008),27/09/2008,30/09/2008,55
#21 - Tropical Storm (2008),27/09/2008,6/10/2008,40
#22 - Tropical Storm (2008),12/10/2008,15/10/2008,35
#23 - Tropical Storm (2008),17/10/2008,20/10/2008,45
#24 - Tropical Storm (2008),5/11/2008,13/11/2008,55
#25 - Tropical Storm (2008),14/11/2008,17/11/2008,40
#26 - Tropical Storm (2008),14/11/2008,17/11/2008,40
#4 - Tropical Storm (2008),13/05/2008,16/05/2008,40
01w - Tropical Storm (2004),11/02/2004,16/02/2004,35
01w - Tropical Storm (2006),4/03/2006,7/03/2006,35
02w - Tropical Storm (2004),16/03/2004,22/03/2004,45
05w - Tropical Storm (2004),15/05/2004,17/05/2004,35
06w - Tropical Storm (2006),18/07/2006,19/07/2006,35
06w - Tropical Storm (2007),2/08/2007,6/08/2007,35
08w - Tropical Storm (2002),28/06/2002,28/06/2002,35
21w - Tropical Storm (2004),26/08/2004,28/08/2004,35
26w - Tropical Storm (2000),17/09/2000,18/09/2000,50
26w - Tropical Storm (2001),19/10/2001,20/10/2001,45
27w - Tropical Storm (2004),12/10/2004,13/10/2004,45
27w - Tropical Storm (2002),17/10/2002,19/10/2002,35
28w - Tropical Storm (2002),18/10/2002,19/10/2002,35
32w - Tropical Storm (2004),17/12/2004,18/12/2004,35
Aere - Tropical Storm (2011),6/05/2011,11/05/2011,50
Banyan - Tropical Storm (2011),10/10/2011,14/10/2011,35
Bebinca - Tropical Storm (2013),20/06/2013,23/06/2013,35
Bebinca - Tropical Storm (2006),1/10/2006,6/10/2006,45
Bilis - Tropical Storm (2006),9/07/2006,14/07/2006,55
Bolaven - Tropical Storm (2000),24/07/2000,30/07/2000,50
Bopha - Tropical Storm (2006),6/08/2006,10/08/2006,50
Bopha - Tropical Storm (2000),5/09/2000,11/09/2000,55
Cass - Tropical Storm (1997),28/08/1997,30/08/1997,45
Chanchu - Tropical Storm (2000),28/07/2000,29/07/2000,40
Cimaron - Tropical Storm (2001),11/05/2001,14/05/2001,60
Cimaron - Tropical Storm (2013),15/07/2013,18/07/2013,40
Danas - Tropical Storm (2007),7/09/2007,11/09/2007,60
Dianmu - Tropical Storm (2010),8/08/2010,12/08/2010,55
Ella - Tropical Storm (1997),21/09/1997,23/09/1997,40
